Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Zeit_Im_Monat,Jahrzeiten,Ferien,FerienCAU,Feiertag,Feiertag_in_weniger_als_1_Tagen,Feiertag_in_weniger_als_2_Tagen,Feiertag_in_weniger_als_3_Tagen,Feiertag_vor_weniger_als_1_Tagen,Feiertag_vor_weniger_als_2_Tagen,Feiertag_vor_weniger_als_3_Tagen,Umsatz_letzte_1_Tage,Umsatz_letzte_3_Tage,Umsatz_letzte_7_Tage,Umsatz_letzte_30_Tage,Wochentag
2017-08-15,Brot,111.761335307047,Keine Kieler Woche,2,25.0625,9,32.74296629483915,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,255.14101787596,292.995137244577,278.605333628033,274.376822761549,Dienstag
2017-08-16,Brot,126.034311313186,Keine Kieler Woche,3,20.8625,8,0,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,250.940450558053,269.806815094044,276.036509108306,273.597078194704,Mittwoch
2017-08-17,Brot,174.467285452882,Keine Kieler Woche,5,21.8,10,63,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,236.419827527053,247.500431987022,273.006806669819,273.223352591728,Donnerstag
2017-08-18,Brot,121.506482436341,Keine Kieler Woche,6,19.6625,7,0,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,247.982592009802,245.114290031636,272.993016620613,273.39821079731,Freitag
2017-08-19,Brot,160.328375151501,Keine Kieler Woche,5,16.9375,11,63,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,240.224278176077,241.542232570977,264.936080000674,273.260751855002,Samstag
2017-08-20,Brot,88.8323053510043,Keine Kieler Woche,6,16.0125,10,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,288.389726101589,258.865532095822,260.348124156665,274.324180218991,Sonntag
2017-08-21,Brot,156.498349566742,Keine Kieler Woche,7,17.2,15,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,320.516914066775,283.043639448147,262.802115187901,276.847629038239,Montag
2017-08-22,Brot,137.482146234831,Keine Kieler Woche,4,17.6125,11,67.56060353058936,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,262.329050763281,290.411896977215,263.828977028947,275.492555405355,Dienstag
2017-08-23,Brot,146.200693986919,Keine Kieler Woche,0,19.4375,9,5,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,236.817929055515,273.221297961857,261.811473957156,274.488582353736,Mittwoch
2017-08-24,Brot,161.178424672584,Keine Kieler Woche,3,19.4875,14,21,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,239.144997649486,246.09732582276,262.200783974646,272.754072479756,Donnerstag
2017-08-25,Brot,121.67851633637,Keine Kieler Woche,3,19.7625,13,18.148485258844644,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,227.9204129902,234.6277798984,259.334758400417,271.877753675516,Freitag
2017-08-26,Brot,175.29635154451,Keine Kieler Woche,4,19.525,7,0,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,221.599791440169,229.555067359951,256.674117438145,270.344995403979,Samstag
2017-08-27,Brot,60.3904195840305,Keine Kieler Woche,4,19.6625,13,21,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,283.427094805354,244.315766411908,255.965170110111,269.975261925124,Sonntag
2017-08-28,Brot,109.862269383009,Keine Kieler Woche,4,20.5375,5,-28.485846709372762,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,247.148673711135,250.725186652219,245.483992916448,269.05293354902,Montag
2017-08-29,Brot,140.114833354281,Keine Kieler Woche,0,24.6,9,30.465378293735554,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,202.250787838616,244.275518785035,236.901383927211,266.095418379228,Dienstag
2017-08-30,Brot,117.705814678758,Keine Kieler Woche,6,20,11,61,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,220.9942897673,223.46458377235,234.640864028894,263.874436693571,Mittwoch
2017-08-31,Brot,110.484249613829,Keine Kieler Woche,7,14.8875,11,61,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,191.435532361309,204.893536655742,227.825226130583,261.487885658691,Donnerstag
2017-09-01,Brot,134.901921529808,Keine Kieler Woche,4,17.3,7,61,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,184.121699017152,198.850507048587,221.568266991576,258.074933502362,Freitag
2017-09-02,Brot,148.15323696572,Keine Kieler Woche,4,16.525,8,21,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,205.828276499774,193.795169292745,219.315193428663,254.789735687939,Samstag
2017-09-03,Brot,55.222134167446,Keine Kieler Woche,3,17.4,7,0,Monatsanfang,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,260.578942974181,216.842972830369,216.051171738495,254.991472191174,Sonntag
2017-09-04,Brot,122.215195768898,Keine Kieler Woche,0,18.2875,10,0,Monatsanfang,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,241.888584829962,236.098601434639,215.299730469756,253.614769701203,Montag
2017-09-05,Brot,128.680505002769,Keine Kieler Woche,3,20.95,6,29.925366472886644,Monatsanfang,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,184.164302658642,228.877276820928,212.715946872617,249.392817665788,Dienstag
2017-09-06,Brot,86.9985590667094,Keine Kieler Woche,7,18.2,17,63,Monatsanfang,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,205.540457697199,210.531115061934,210.508256576888,247.251619513397,Mittwoch
2017-09-07,Brot,144.563178397192,Keine Kieler Woche,5,17.2875,16,21,Monatsanfang,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,160.995743870384,183.566834742075,206.159715363899,243.696589725508,Donnerstag
2017-09-08,Brot,129.928072228573,Keine Kieler Woche,7,14.9375,10,61,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,208.52122754824,191.685809705274,209.645362296912,241.683223237244,Freitag
2017-09-09,Brot,113.451966800961,Keine Kieler Woche,7,15.025,9,61,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,208.315367071958,192.610779496861,210.000660950081,240.039477319761,Samstag
2017-09-10,Brot,83.9548556625671,Keine Kieler Woche,2,17.65,11,0,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,216.786661553117,211.207752057772,203.744620747072,238.996395293057,Sonntag
2017-09-11,Brot,148.173580794396,Keine Kieler Woche,3,17.8625,11,21,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,238.44478376466,221.182270796579,203.252649166314,237.05712693469,Montag
2017-09-12,Brot,80.7563950180735,Keine Kieler Woche,5,16.1,12,21,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,195.755005299996,216.995483539258,204.908463829365,232.898779877702,Dienstag
2017-09-13,Brot,103.419606846606,Keine Kieler Woche,7,13.3375,20,63,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,182.86668160765,205.688823557436,201.669352959429,228.88303670302,Mittwoch
2017-09-14,Brot,124.528915578366,Keine Kieler Woche,7,13.2375,13,61,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,182.491177827628,187.037621578425,204.740129239036,226.461375368075,Donnerstag
2017-09-15,Brot,177.095117317774,Keine Kieler Woche,6,14.425,11,21,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,192.807066227688,186.054975220989,202.495249050385,224.523595890396,Freitag
2017-09-16,Brot,237.243301445744,Keine Kieler Woche,8,11.9125,6,61,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,220.680798631004,198.65968089544,204.261739273106,223.998961593861,Samstag
2017-09-17,Brot,82.0164448112146,Keine Kieler Woche,7,15.25,7,61,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,275.654069531507,229.713978130066,212.671368984305,224.921344177918,Sonntag
2017-09-18,Brot,135.443041598007,Keine Kieler Woche,2,15.075,4,0,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,254.648735463814,250.327867875442,214.986219227041,225.402159420843,Montag
2017-09-19,Brot,127.007001847412,Keine Kieler Woche,5,14.3875,8,65,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,189.76817253405,240.023659176457,214.130957403334,222.114774301925,Dienstag
2017-09-20,Brot,99.1792684718788,Keine Kieler Woche,7,14.225,10,61,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,201.039859629166,215.152255875677,216.727125692122,218.132205820671,Mittwoch
2017-09-21,Brot,134.427589001166,Keine Kieler Woche,4,16.9625,7,10,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,182.458813389164,191.08894851746,216.722502200913,215.469864574867,Donnerstag
2017-09-22,Brot,175.906900532966,Keine Kieler Woche,1,15.5875,8,0,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,182.187617479632,188.562096832654,215.205438094048,213.648854189005,Freitag
2017-09-23,Brot,179.921676845873,Keine Kieler Woche,0,15.85,9,0,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,215.243762841614,193.296731236803,214.428718695564,212.852146362075,Samstag
2017-09-24,Brot,101.793277925589,Keine Kieler Woche,7,15.8125,9,53,Monatsende,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,254.699153074734,217.376844465327,211.435159201739,213.74477103156,Sonntag
2017-09-25,Brot,129.709113092244,Keine Kieler Woche,6,16.225,15,21,Monatsende,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,228.689252917137,232.877389611162,207.726661695071,213.981086414126,Montag
2017-09-26,Brot,151.541843015799,Keine Kieler Woche,7,15.725,12,10,Monatsende,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,181.208567364355,221.532324452075,206.503860956543,210.573802166092,Dienstag
2017-09-27,Brot,116.379484184452,Keine Kieler Woche,7,16.575,10,61,Monatsende,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,190.421332736783,200.106384339425,204.986928543346,208.682890800281,Mittwoch
2017-09-28,Brot,146.167521804,Keine Kieler Woche,7,15.1125,7,21,Monatsende,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,192.054115722097,187.894671941079,206.357686019479,208.34300172973,Donnerstag
2017-09-29,Brot,112.98521998769,Keine Kieler Woche,2,19.1,6,10,Monatsende,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,172.61772310954,185.031057189474,204.990558252323,206.730449507805,Freitag
2017-09-30,Brot,161.771261258553,Keine Kieler Woche,7,15.1125,6,61,Monatsende,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,155.092241255583,173.254693362407,196.397483740033,205.519006470947,Samstag
2017-10-01,Brot,60.9824772636814,Keine Kieler Woche,2,16.2875,6,32.570972206765504,Monatsanfang,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Feiertag in < 2 Tagen,Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,237.603421420177,188.437795261767,193.95523636081,207.301730551048,Sonntag
2017-10-02,Brot,179.554452580413,Keine Kieler Woche,6,15.15,13,61,Monatsanfang,Herbst,0,1,Kein Feiertag,Feiertag in < 1 Tagen,Feiertag in < 2 Tagen,Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,229.270958539469,207.322207071743,194.038337164001,208.083153285704,Montag
2017-10-03,Brot,66.3554760876056,Keine Kieler Woche,5,14.2625,14,61,Monatsanfang,Herbst,0,1,Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,237.279669711419,234.718016557022,202.048494642153,207.306510843612,Dienstag
2017-10-04,Brot,125.991807553769,Keine Kieler Woche,2.069631759868118,13.552767616154034,9.881052167599778,11.396285565835395,Monatsanfang,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Feiertag vor < 1 Tagen,Feiertag vor < 2 Tagen,Feiertag vor < 3 Tagen,220.067071044148,228.872566431679,206.283600114633,206.579127050752,Mittwoch
2017-10-05,Brot,146.081884421956,Keine Kieler Woche,1.8253373308442638,15.015467829917078,11.043656648318306,29.93998383164582,Monatsanfang,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Feiertag vor < 2 Tagen,Feiertag vor < 3 Tagen,189.121042351891,215.489261035819,205.864589633175,206.744351707193,Donnerstag
2017-10-06,Brot,143.098736564958,Keine Kieler Woche,1,13.8875,13,3,Monatsanfang,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Feiertag vor < 3 Tagen,170.889550356051,193.359221250697,205.617707811248,205.589321462489,Freitag
2017-10-07,Brot,167.83160335014,Keine Kieler Woche,7,10.65,10,61,Monatsanfang,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,204.24717810859,188.08592360551,212.639841647392,207.031035937095,Samstag
2017-10-08,Brot,86.952830438685,Keine Kieler Woche,0,12.025,12,5,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,212.842838481393,195.993188982011,209.10261551328,207.175089634867,Sonntag
2017-10-09,Brot,191.429657344589,Keine Kieler Woche,5,12.475,8,20,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,222.582656422626,213.224224337536,208.147143782302,207.650665946556,Montag
2017-10-10,Brot,121.017707851263,Keine Kieler Woche,7,14.05,9,63,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,203.715536530595,213.047010478205,203.352267613613,207.214961779139,Dienstag
2017-10-11,Brot,114.734152340098,Keine Kieler Woche,7,14.6375,12,63,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,189.28738420434,205.195192385854,198.955169493641,205.576381793795,Mittwoch
2017-10-12,Brot,107.921714219622,Keine Kieler Woche,6,13.1875,24,21,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,174.113265602984,189.038728779306,196.811201386654,204.854990470561,Donnerstag
2017-10-13,Brot,118.292462064717,Keine Kieler Woche,6,14.1625,8,10,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,196.141300257454,186.513983354926,200.418594229712,205.297477758888,Freitag
2017-10-14,Brot,108.712927737647,Keine Kieler Woche,8,15.7625,12,61,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,177.046834346005,182.433800068814,196.532830835057,205.115999642834,Samstag
2017-10-15,Brot,67.7430137509284,Keine Kieler Woche,2,17.8125,5,28,Monatsmitte,Herbst,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,222.553903039001,198.580679214153,197.920125771858,206.107560869877,Sonntag
2017-10-16,Brot,108.129612539979,Keine Kieler Woche,5,17.9375,7,10,Monatsmitte,Herbst,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,202.873096049195,200.824611144734,195.104474289939,205.513970783817,Montag
2017-10-17,Brot,77.2429740379052,Keine Kieler Woche,7,14.725,13,27.043533142565828,Monatsmitte,Herbst,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,173.323409163204,199.583469417134,190.762741808883,202.10294877154,Dienstag
2017-10-18,Brot,107.716445777842,Keine Kieler Woche,4,14.8125,6,0,Monatsmitte,Herbst,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,173.206568593828,183.134357935409,188.465482435953,199.388209875874,Mittwoch
